name,date_utc,success,rocket_id,launchpad_id,flight_number,auto_update,tbd,net,upcoming,rocket_name,rocket_height,rocket_diameter,rocket_mass,rocket_stages,rocket_boosters,rocket_cost_per_launch,rocket_active,rocket_reusable,rocket_engines,rocket_thrust_sea_level,rocket_thrust_vacuum,launchpad_name,launchpad_region,launchpad_timezone,launchpad_latitude,launchpad_longitude,launch_attempts,launch_successes,launchpad_status,success_rate,payload_count,total_payload_mass,primary_payload_mass,payload_orbit,payload_customer_type,payload_nationality,payload_manufacturer,payload_type,launch_year,launch_month,launch_day_of_year,launch_hour,launch_day_of_week,launch_quarter,is_weekend,is_night_launch,temperature,humidity,wind_speed,precipitation,cloud_cover,visibility,pressure
FalconSat,2006-03-24T22:30:00.000Z,0,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,1,1,0,0,0,Falcon 1,22.25,1.68,30146,2,0,6700000,0,0,1,420,480,Kwajalein Atoll,Marshall Islands,Pacific/Kwajalein,9.0477206,167.7431292,5,2,retired,0.4,1,20,20,LEO,Commercial_Other,United States,SSTL,Satellite,2006,3,83,22,4,1,0,1,27.1,78.79,25.9,0,100,16,1009.5
DemoSat,2007-03-21T01:10:00.000Z,0,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,2,1,0,0,0,Falcon 1,22.25,1.68,30146,2,0,6700000,0,0,1,420,480,Kwajalein Atoll,Marshall Islands,Pacific/Kwajalein,9.0477206,167.7431292,5,2,retired,0.4,1,0,0,LEO,Commercial_Other,United States,SpaceX,Satellite,2007,3,80,1,2,1,0,1,26.3,87.73,16.6,1,90,16,1011.5
Trailblazer,2008-08-03T03:34:00.000Z,0,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,3,1,0,0,0,Falcon 1,22.25,1.68,30146,2,0,6700000,0,0,1,420,480,Kwajalein Atoll,Marshall Islands,Pacific/Kwajalein,9.0477206,167.7431292,5,2,retired,0.4,2,0,0,LEO,Government,United States,Space Dev,Satellite,2008,8,216,3,6,3,1,1,27.7,87.32,13,0,90,16,1010.6
RatSat,2008-09-28T23:15:00.000Z,1,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,4,1,0,0,0,Falcon 1,22.25,1.68,30146,2,0,6700000,0,0,1,420,480,Kwajalein Atoll,Marshall Islands,Pacific/Kwajalein,9.0477206,167.7431292,5,2,retired,0.4,1,165,165,LEO,SpaceX,United States,SpaceX,Satellite,2008,9,272,23,6,3,1,1,27.6,86.79,14.8,0,100,16,1011.9
RazakSat,2009-07-13T03:35:00.000Z,1,5e9d0d95eda69955f709d1eb,5e9e4502f5090995de566f86,5,1,0,0,0,Falcon 1,22.25,1.68,30146,2,0,6700000,0,0,1,420,480,Kwajalein Atoll,Marshall Islands,Pacific/Kwajalein,9.0477206,167.7431292,5,2,retired,0.4,1,200,200,LEO,Commercial_Other,Malaysia,Satrec,Satellite,2009,7,194,3,0,3,0,1,,,16.6,,,,1009.9
Falcon 9 Test Flight,2010-06-04T18:45:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,6,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,0,0,LEO,SpaceX,United States,SpaceX,Dragon Boilerplate,2010,6,155,18,4,2,0,0,23.7,91.86,10,0,10.2,15.8,1014.3
COTS 1,2010-12-08T15:43:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,7,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,2,0,0,LEO,Government,United States,SpaceX,Dragon 1.0,2010,12,342,15,2,4,0,0,4.4,69.54,11.1,0,0,16,1020.3
COTS 2,2012-05-22T07:44:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,8,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,525,525,LEO,Government,United States,SpaceX,Dragon 1.0,2012,5,143,7,1,2,0,0,19.3,98.54,0.3,0,0,13.2,1015.1
CRS-1,2012-10-08T00:35:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,9,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,2,800,400,ISS,Government,United States,SpaceX,Dragon 1.0,2012,10,282,0,0,4,0,1,23.9,92.9,5,0,1.2,15,1015.8
CRS-2,2013-03-01T19:10:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,10,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,677,677,ISS,Government,United States,SpaceX,Dragon 1.0,2013,3,60,19,4,1,0,0,14.7,64.6,19.7,0,0,16,1014.1
CASSIOPE,2013-09-29T16:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,11,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,500,500,PO,Commercial_Other,Canada,MDA,Satellite,2013,9,272,16,6,3,1,0,10.9,63.46,2.2,0,0,16,1017.2
SES-8,2013-12-03T22:41:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,12,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,3170,3170,GTO,Commercial_Other,Luxembourg,Orbital ATK,Satellite,2013,12,337,22,1,4,0,1,12.5,98.77,0.8,0,47.9,14.1,1013.2
Thaicom 6,2014-01-06T18:06:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,13,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,3325,3325,GTO,Commercial_Other,Thailand,Orbital ATK,Satellite,2014,1,6,18,0,1,0,0,19.7,95.35,13,0.096,0,16,1014.8
CRS-3,2014-04-18T19:25:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,14,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2296,2296,ISS,Government,United States,SpaceX,Dragon 1.1,2014,4,108,19,4,2,0,0,21.9,83.49,17,0,28.6,16,1021.4
OG-2 Mission 1,2014-07-14T15:15:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,15,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,1316,1316,LEO,Commercial_Other,United States,Boeing,Satellite,2014,7,195,15,0,3,0,0,27.3,79.57,11.7,0,2.1,16,1019.2
AsiaSat 8,2014-08-05T08:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,16,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4535,4535,GTO,Commercial_Other,Hong Kong,SSL,Satellite,2014,8,217,8,1,3,0,0,25.2,91.61,13.2,0,18.6,16,1015.2
AsiaSat 6,2014-09-07T05:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,17,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4428,4428,GTO,Commercial_Other,Hong Kong,SSL,Satellite,2014,9,250,5,6,3,1,1,23.1,95.58,3.7,0,0,16,1017.3
CRS-4,2014-09-21T05:52:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,18,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2216,2216,ISS,Government,United States,SpaceX,Dragon 1.1,2014,9,264,5,6,3,1,1,23.1,91.19,13.7,0,0,16,1013.5
CRS-5,2015-01-10T09:47:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,19,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2395,2395,ISS,Government,United States,SpaceX,Dragon 1.1,2015,1,10,9,5,1,1,0,12.6,77.78,18.7,0,100,16,1026.2
DSCOVR,2015-02-11T23:03:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,20,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,570,570,ES-L1,Government,United States,Sierra Nevada,Satellite,2015,2,42,23,2,1,0,1,13.2,74.87,23,0,93.1,16,1012.2
ABS-3A / Eutelsat 115W B,2015-03-02T03:50:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,21,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,2,4159,2205,GTO,Commercial_Other,Hong Kong,Boeing,Satellite,2015,3,61,3,0,1,0,1,17.5,96.15,7.4,0,15.2,3,1026.8
CRS-6,2015-04-14T20:10:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,22,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,1898,1898,ISS,Government,United States,SpaceX,Dragon 1.1,2015,4,104,20,1,2,0,0,22.3,91.21,4.9,0.165,13.3,16,1022
TürkmenÄlem 52°E / MonacoSAT,2015-04-27T23:03:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,23,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4707,4707,GTO,Commercial_Other,Turkmenistan,Thales Alenia Space,Satellite,2015,4,117,23,0,2,0,1,26.8,78.9,18.3,0,28.6,16,1007.5
CRS-7,2015-06-28T14:21:00.000Z,0,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,24,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2477,2477,ISS,Government,United States,SpaceX,Dragon 1.1,2015,6,179,14,6,2,1,0,27.6,77.48,11.5,0,17.2,16,1016.6
OG-2 Mission 2,2015-12-22T01:29:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,25,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2034,2034,LEO,Commercial_Other,United States,Boeing,Satellite,2015,12,356,1,1,4,0,1,23.4,87.34,19.5,0.161,29.7,15.9,1021
Jason 3,2016-01-17T15:42:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,26,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,553,553,PO,Government,United States,Thales Alenia Space,Satellite,2016,1,17,15,6,1,1,0,10.9,97.3,0,0.218,100,0,1021.6
SES-9,2016-03-04T23:35:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,27,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,5271,5271,GTO,Commercial_Other,Luxembourg,Boeing,Satellite,2016,3,64,23,4,1,0,1,18.6,68.81,11.3,0,0,9.6,1014.9
CRS-8,2016-04-08T20:43:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,28,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,3136,3136,ISS,Government,United States,SpaceX,Dragon 1.1,2016,4,99,20,4,2,0,0,20,65.99,11.5,0,0,16,1014.2
JCSAT-2B,2016-05-06T05:21:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,29,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4696,4696,GTO,Commercial_Other,Japan,SSL,Satellite,2016,5,127,5,4,2,0,1,19.7,58.81,20.2,0,0,16,1009.1
Thaicom 8,2016-05-27T21:39:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,30,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,3100,3100,GTO,Commercial_Other,Thailand,Orbital ATK,Satellite,2016,5,148,21,4,2,0,1,23.9,72.81,12.7,0,30.6,16,1018.4
ABS-2A / Eutelsat 117W B,2016-06-15T14:29:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,31,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,2,3600,1800,GTO,Commercial_Other,Hong Kong,Boeing,Satellite,2016,6,167,14,2,2,0,0,26.3,82.97,10,0,0,16,1017
CRS-9,2016-07-18T04:45:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,32,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2257,2257,ISS,Government,United States,SpaceX,Dragon 1.1,2016,7,200,4,0,3,0,1,28.2,79.61,10.8,0,0,16,1023
JCSAT-16,2016-08-14T05:26:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,33,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4600,4600,GTO,Commercial_Other,Japan,SSL,Satellite,2016,8,227,5,6,3,1,1,27,87.34,11.5,0,0,16,1018.9
Amos-6,2016-09-01T13:07:00.000Z,0,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,34,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,5500,5500,GTO,Commercial_Other,Israel,Israel Aerospace Industries,Satellite,2016,9,245,13,3,3,0,0,24,93.63,18,11.5,99.4,3.6,1015.8
Iridium NEXT Mission 1,2017-01-14T17:54:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,35,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2017,1,14,17,5,1,1,0,8.3,65.47,23.3,0,0,16,1021.1
CRS-10,2017-02-19T14:39:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,36,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,2490,2490,ISS,Government,United States,SpaceX,Dragon 1.1,2017,2,50,14,6,1,1,0,20,86.92,6,0,70.4,15.8,1016
EchoStar 23,2017-03-16T06:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,37,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,5600,5600,GTO,Commercial_Other,United States,Airbus Defence and Space,Satellite,2017,3,75,6,3,1,0,0,6.1,77.01,7.4,0,0,16,1025.8
SES-10,2017-03-30T22:27:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,38,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,5300,5300,GTO,Commercial_Other,Luxembourg,Airbus Defence and Space,Satellite,2017,3,89,22,3,1,0,1,21.4,83.98,8.7,0,0,16,1017
NROL-76,2017-05-01T11:15:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,39,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,0,0,LEO,Commercial_Other,United States,Boeing,Satellite,2017,5,121,11,0,2,0,0,24.5,84.48,26.4,0,20.1,16,1019.7
Inmarsat-5 F4,2017-05-15T23:21:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,40,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,6070,6070,GTO,Commercial_Other,United Kingdom,Boeing,Satellite,2017,5,135,23,0,2,0,1,21.9,94.41,4.1,0,20.1,16,1013.6
CRS-11,2017-06-03T21:07:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,41,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,2708,2708,ISS,Government,United States,SpaceX,Dragon 1.1,2017,6,154,21,5,2,1,1,22.9,94.89,3,0,93.8,16,1017.6
BulgariaSat-1,2017-06-23T19:10:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,42,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,3669,3669,GTO,Commercial_Other,Bulgaria,SSL,Satellite,2017,6,174,19,4,2,0,0,25.8,90.88,10.3,0,0,16,1019.3
Iridium NEXT Mission 2,2017-06-25T20:25:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,43,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2017,6,176,20,6,2,1,0,13.7,97.76,15.1,0,100,6.4,1014.1
Intelsat 35e,2017-07-05T23:35:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,44,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,6761,6761,GTO,Commercial_Other,United States,Boeing,Satellite,2017,7,186,23,2,3,0,1,26.7,86.52,6.1,0,0,16,1020.6
CRS-12,2017-08-14T16:31:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,45,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,2910,2910,ISS,Government,United States,SpaceX,Dragon 1.1,2017,8,226,16,0,3,0,0,25.5,96.8,8.1,0,0,16,1016.3
FormoSat-5,2017-08-24T18:50:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,46,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,475,475,SSO,Commercial_Other,Taiwan,NSPO,Satellite,2017,8,236,18,3,3,0,0,15.9,91.58,12.2,0,100,15.5,1014
Boeing X-37B OTV-5,2017-09-07T13:50:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,47,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,4990,4990,LEO,Government,United States,Boeing Defense,Satellite,2017,9,250,13,3,3,0,0,25.9,92.1,6.2,0,0,16,1014.9
Iridium NEXT Mission 3,2017-10-09T12:37:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,48,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2017,10,282,12,0,4,0,0,9.1,94.49,4.5,0,2.2,8.6,1008.5
SES-11 / Echostar 105,2017-10-11T22:53:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,49,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,5200,5200,GTO,Commercial_Other,United States,Airbus Defence and Space,Satellite,2017,10,284,22,2,4,0,1,25.5,93.44,7.7,2.124,0,16,1018
KoreaSat 5A,2017-10-30T19:34:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,50,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,3700,3700,GTO,Commercial_Other,South Korea,Thales Alenia Space,Satellite,2017,10,303,19,0,4,0,0,13,56.03,13.5,0,0,16,1013.3
CRS-13,2017-12-15T15:36:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,51,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2205,2205,ISS,Government,United States,SpaceX,Dragon 1.1,2017,12,349,15,4,4,0,0,15.7,76.65,12,0,97.9,16,1018.3
Iridium NEXT Mission 4,2017-12-23T01:27:23.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,52,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2017,12,357,1,5,4,1,1,2.8,82.77,9.7,0,0,16,1025.7
ZUMA,2018-01-08T01:00:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,53,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,0,0,LEO,Commercial_Other,United States,Northrop Grumman,Satellite,2018,1,8,1,0,1,0,1,10.7,96.61,6.4,0,50,16,1026.4
SES-16 / GovSat-1,2018-01-31T21:25:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,54,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,4230,4230,GTO,Commercial_Other,Luxembourg,Orbital ATK,Satellite,2018,1,31,21,2,1,0,1,9.4,78.55,18.8,0,89.2,16,1025.9
Falcon Heavy Test Flight,2018-02-06T20:45:00.000Z,1,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,55,1,0,0,0,Falcon Heavy,70,12.2,1420788,2,2,90000000,1,1,27,22819,24681,KSC LC 39A,Florida,America/New_York,28.6080585,-80.6039558,55,55,active,1,1,1350,1350,HCO,SpaceX,United States,Tesla,Satellite,2018,2,37,20,1,1,0,0,10.9,98,0.3,0,0,10.1,1024
Paz / Starlink Demo,2018-02-22T14:17:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,56,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,2,2150,1350,SSO,SpaceX,Spain,Airbus Defence and Space,Satellite,2018,2,53,14,3,1,0,0,2.7,90.81,16.6,0,0,16,1023.2
Hispasat 30W-6,2018-03-06T05:33:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,57,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,6092,6092,GTO,Commercial_Other,Spain,SSL,Satellite,2018,3,65,5,1,1,0,1,11.9,82.53,5.2,0,0,16,1017.4
Iridium NEXT Mission 5,2018-03-30T14:13:51.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,58,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,VAFB SLC 4E,California,America/Los_Angeles,34.632093,-120.610829,28,27,active,0.964285714,1,9600,9600,PO,Commercial_Satellite,United States,Thales Alenia Space,Satellite,2018,3,89,14,4,1,0,0,8.9,91.18,0,0,21.7,15.6,1017.6
CRS-14,2018-04-02T20:30:41.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,59,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,2760,2760,ISS,Government,United States,SpaceX,Dragon 1.1,2018,4,92,20,0,2,0,0,18.3,100,0.6,0,0,2.8,1019
TESS,2018-04-18T22:51:00.000Z,1,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,60,1,0,0,0,Falcon 9,70,3.7,549054,2,0,50000000,1,1,9,7607,8227,CCSFS SLC 40,Florida,America/New_York,28.5618571,-80.577366,99,97,active,0.97979798,1,350,350,HEO,Government,United States,Orbital ATK,Satellite,2018,4,108,22,2,2,0,1,14.2,84.46,6.4,0,0,12.2,1019
